WORD	LABEL	ANNOTATORS	SENTENCE	SENTENCE_INDEX
mat	0	0	Dressed in a red uniform in a Lenexa , Kansas , martial arts studio , Helen Dugan puts an opponent 73 years her junior in a choke hold , then throws him to the mat .	34
triage	1	8	Egyptian television showed chaotic scenes of bloodied , unconscious protesters lying in makeshift triage facilities .	13
enter	0	0	The course is designed to simulate a disaster area too dangerous for humans to enter .	14
various	1	3	The photos and footage showed various women driving on busy streets in the capital Riyadh .	5
student	0	0	SAN JOSE , Calif. -- A popular and accomplished Los Altos High student received a parent 's text message at school last year , to come home to talk about her grades .	12
scam	1	5	`` My mom thought it was a scam , '' said Michaeu , a 20-year-old freshman from Olympia , Washington .	7
card	0	0	When she opened her credit card statement , she saw a slew of charges from Apple , totaling $ 600 in one day .	5
younger	0	0	The acuity of mental illness among students has sharpened , they say , and it 's striking ever younger children , though many quietly bear the stress for years before snapping .	18
city	0	0	It will also be a wink to his craft , the one he uses to capture this city , his `` beautiful ghetto , '' in powerful black-and-white photos that have made him a surprise media sensation .	17
patient	0	0	NEW YORK -- City officials here had long worried that a patient infected with Ebola would eventually appear somewhere in this dense , bustling and chaotic city .	11
clue	0	0	Now , at least , neuroscientists might have found a clue about why it is so hard to force that creative spark .	10
syrup	0	0	Far from access to natural maple syrup , wild rice and game , the residents at Little Earth of United Tribes -- a south Minneapolis low-income housing complex -- are finding new old ways to grow crops that existed long before European settlers arrived .	6
patrons	1	7	That leaves libraries as a crucial venue for their youngest patrons , but funding challenges , reduced hours on school nights and aging equipment have made it harder to meet the demand .	10
disparity	0	0	That disparity has n't gone unnoticed .	1
authoritarian	1	7	The vice president drew an implicit contrast between the authoritarian rule of China 's government and the liberal , permissive intellectual culture he described in the United States .	9
limitations	1	5	In an address transmitted on Brazilian television and radio Friday night , Rousseff asked for understanding about `` the political and economic limitations '' the country is facing and beseeched Brazilians not `` to put at risk all that we 've achieved .	22
order	0	0	`` The Afghan Interior Ministry orders all police forces to confiscate toy guns , which can lead to physical and psychological damage to people , '' the order read .	27
organization	1	5	In 2014 , Oceana , an international conservation organization , published a two-year study of 1,215 seafood samples and 46 fish types from 674 retailers in 21 states .	8
iconic	0	0	`` The goal is to create an evocative space , with a few iconic pieces , almost like religious relics . ''	13
youth	0	0	But by focusing on the lack of opportunities in many of the city 's minority neighborhoods , and doing it through the lens of the city 's youth , Emanuel took on one of the top criticisms lobbed at him during the campaign : He 's a mayor who has perpetuated two Chicagos -- one for the wealthy and one for the rest .	27
serve	0	0	Morse thanked his constituents for the chance to serve them and said `` the Democratic Party will continue to fight . ''	8
monthlong	1	3	He kept playing in defiance of his family 's disapproval , with clandestine jam sessions his only outlet until the day he was selected for a monthlong U.S. cultural program that would allow him to perform in California , New Mexico and other states he 'd heard about only in movies .	26
plesiosaur	1	6	They thought the bone was probably from a plesiosaur , which `` we have all over the Metroplex , '' SMU paleontologist Dale Winkler said .	8
divisive	1	8	The recent killings of nine black parishioners in a South Carolina church sparked a broad backlash against the Confederate battle flag , to some a symbol of Southern heritage but to others a divisive sign of slavery and racism .	33
emblazoned	1	8	SAN FRANCISCO -- A public elementary school decided in 2011 to require students to wear a uniform with the school 's motto , `` Tomorrow 's Leaders , '' emblazoned in small letters on the shirts around a gopher , the campus mascot .	29
bears	0	0	NEW YORK -- It has been a big year for bears in the news , especially in Maine , where voters on Nov. 4 face a question that has bedeviled other bear-heavy states : how to keep the species ' population at bay in the face of pressure from animal rights groups lobbying to ban certain hunting methods .	10
performances	1	4	The latest installment of the PBS series `` In Performance at the White House '' celebrated the history of American music with performances by Queen Latifah , Smokey Robinson , Usher , Trombone Shorty and Esperanza Spalding , among others .	22
response	0	0	In response , authorities have banned toy guns .	1
banker	0	0	It might mean not asking too many questions about how a million dollars is getting here , or prodding people accustomed to financial privacy to open their books to a mortgage banker .	31
better	0	0	And as the number of `` buddy '' or `` inclusion companion '' sporting opportunities continues to proliferate across the country , advocates for children with special needs say young people today are growing up with a better understanding and openness toward people with disabilities than the generations before them .	37
plummet	1	6	Would the number of our kids who carry an unhealthful amount of extra weight plummet ?	14
northwest	0	0	In a paper published recently in the Canadian Journal of Archaeology , researchers examined artifacts recovered at Riparo Bombrini , in northwest Italy , and concluded that their dwelling was organized around such activities as butchering animals , shaping tools and building fires .	21
accepts	0	0	It now accepts more than 11,000 different items .	2
preseason	1	7	STATE COLLEGE , Pa. -- At St. Paul 's Episcopal School in Mobile , Alabama , the high school that produced Crimson Tide quarterbacks AJ McCarron and Jake Coker , there 's a new preseason ritual for football players : the social media talk .	34
looks	0	0	The fire starter bracelet looks like many other woven bracelets being sold online to outdoor enthusiasts .	4
large	0	0	In a March report in Geophysical Research Letters , scientists at the U.S. Naval Research Laboratory -LRB- NRL -RRB- describe how large waves can penetrate more deeply into ice cover and break it up faster and more completely than anyone had suspected .	21
beat	0	0	`` Well , you know how kids in school say , ` My dad can beat up your dad ' ?	15
detrimental	1	9	The NFL delivered that message in a resounding way Monday , suspending the New England Patriots star without pay for the first four games of next season for `` conduct detrimental to the integrity of the NFL . ''	30
winds	0	0	In about a week , winds carry ozone formed by emissions from cars , factories and power plants in Asia to the U.S. West Coast , where it can add to locally generated pollution , worsening smog in cities such as Bakersfield , Fresno and Los Angeles .	5
flying	0	0	In a brief appearance before reporters in which he took no questions , Biden did not go into details on differences over China 's newly declared restricted flying zone .	27
entitled	0	0	Those who want the label contend that consumers are entitled to know whether their food contains GMOs so that they can make informed decisions about their purchase .	9
foods	0	0	And yet , few foods are discarded so frequently .	4
lifetime	0	0	Kajencki , who 's 41 and is known to his students as `` Capt. K , '' said one reason he chose to become a high school math teacher was a commitment he made after West Point to a lifetime of service .	39
migration	1	5	An estimated 814,000 Ukrainians have entered Russia since the beginning of the year , according to the United Nations High Commissioner for Refugees , citing data from Russian migration authorities .	28
marked	0	0	The overnight assault marked the expansion of the U.S.-led air campaign from Iraq to neighboring Syria , signaling a significant escalation in the conflict .	3
estate	0	0	But a housing crash and a flood of Chinese money later , she 's part of a growing cottage industry of real estate agents , bankers and attorneys who specialize in helping wealthy foreigners buy a little patch of Southern California .	22
snakebite	0	0	A new study on snakebite rates in Costa Rica has found that the bite rate shoots up during El Nino -- at both the hot and cold parts of the cycle -- and that the problem disproportionately affects poor , rural populations .	4
director	0	0	`` Mother Nature is n't ready to give up the ice , '' said Mark Gill , director of vessel traffic for the Coast Guard .	17
essence	1	9	`` It may be days or longer before an investigation reveals how this tragedy occurred , but the essence we already know in our hearts : fighting fires is dangerous work . ''	18
representatives	1	5	That 's why there was cause for celebration a few weeks ago when , after a decade of hair-pulling discussions , national representatives at the United Nations finally agreed that the high seas need protection .	22
revealing	0	0	Women are bound by strict rules when it comes to their attire , so they can not be seen by men while jogging in sweat pants , much less wearing fitted or revealing shorts .	32
same-sex	0	0	The decision will also make it harder to justify laws that treat gays differently from others , including bans on same-sex marriage , lawyers said .	20
microscopic	1	7	A massive bloom of microscopic algae -- which produced a natural toxin called domoic acid that is harmful to wildlife and fish -- in the Pacific Ocean is threatening the crab industry during a time when many fishing outfits make their most money .	4
valued	1	3	That kind of power shopping has made the Chinese tourist the highest-spending overseas visitor to the U.S. and one of the most valued customers for U.S. outlet malls , shopping centers and tour bus operators .	22
carvings	0	0	Since most modern humans will never get to see the masterpieces in what is widely known as the Chauvet Cave , scientists , artists and the French government have spent 56 million euros -LRB- about $ 60 million -RRB- and several years creating the next best thing : a near-exact replica of the cave about 2 kilometers -LRB- 1.2 miles -RRB- away , including more than 400 paintings of horses , bears , rhinoceros and mammoths , handprints and carvings .	79
estimates	1	7	WASHINGTON -- In a major shift in immigration patterns over the next 50 years , Asians will have surged past Hispanics to become the largest group of immigrants heading to the United States , according to estimates in a new immigration study .	36
panels	0	0	Soon it shot into the sky , soaring thousands of feet with a payload of sophisticated radio gear , processors and solar panels .	22
multitude	1	7	They 're now embarking on a new series of tests in California 's Central Valley , aimed at working out the answers to a multitude of technical questions that must be resolved to make the project work .	24
tragedy	1	4	`` It may be days or longer before an investigation reveals how this tragedy occurred , but the essence we already know in our hearts : fighting fires is dangerous work . ''	13
birds	0	0	WASHINGTON -- Jackie Nussbaum knew her son liked playing DragonVale on the family iPad -- a colorful game with soothing music and chirping birds where kids raise adorable baby dragons .	23
already-troubled	0	0	CAIRO -- Hundreds of thousands of protesters swelled through villages and cities Sunday , denouncing Egypt 's Islamist president and raising fears of a new revolution that could divide the nation , threaten its young democracy and unhinge its already-troubled economy .	39
valuable	0	0	`` Children giving to children is really valuable , '' Oppenheimer said , praising Kyle 's ability not only to appeal to his peers but to motivate students in lower grades to be part of the project .	7
lowest	0	0	The monitoring site , more than 5,000 feet above sea level on a pine-studded overlook above the lowest layer of the atmosphere , gives Faloona access to undisturbed air from across the Pacific before it is fouled by U.S. pollution sources .	17
inches	0	0	NEW YORK -- A New York City commuter train rounding a riverside curve derailed Sunday , killing four people and injuring more than 60 in a crash that threw passengers from the toppling cars and left a snaking chain of twisted wreckage just inches from the water .	43
unknown	0	0	BEIRUT , Lebanon -- U.S.-led airstrikes across a broad swath of northern Syria appear to have caused extensive damage to militant positions on the ground and left an unknown number of casualties , according to initial reports emerging Tuesday .	28
player	0	0	Sterling is immediately barred from attending any NBA games or practices , be present at any Clippers office or facility , or participate in any business or player personnel decisions involving the team .	27
chart	0	0	The group vets the man-made elements seeking a permanent spot on the chart that adorns chemistry classrooms around the world .	12
understand	0	0	`` Schools that understand we can get students in the ag program know they 're going to be taxpaying citizens with good-paying jobs . ''	3
opted	1	3	-LSB- -RSB- -LRB- https://newsela-test-files-f331e.s3.amazonaws.com/article_media/extra/20140602_Europe_royals.jpg -RRB- MADRID -- Spain 's King Juan Carlos I told his compatriots Monday he had opted to abdicate to his son Felipe , arguing that `` a new generation demands , with justice , the leading role . ''	19
tectonic	1	9	At Los Angeles Unified School District , the nation 's second largest , the shift has been tectonic .	17
floor	1	6	Seattle , San Francisco and most recently Los Angeles have adopted a floor of $ 15 an hour to take effect over the next few years .	12
hearing	0	0	Goodell kept the suspension intact after hearing Brady 's appeal , and revealed Tuesday the league had learned that Brady had directed that his cellphone be destroyed shortly before meeting with the NFL 's investigators in March .	6
dogs	0	0	It remains the only state in the Lower 48 where hunters may use bait , traps and dogs to nab bears .	17
careers	0	0	ST. LOUIS -- High school agriculture programs sprouting across the nation 's Corn Belt are teaching teenagers , many of them in urban environments , that careers in the field often have nothing to do with cows and plows .	26
animal	0	0	NEW YORK -- It has been a big year for bears in the news , especially in Maine , where voters on Nov. 4 face a question that has bedeviled other bear-heavy states : how to keep the species ' population at bay in the face of pressure from animal rights groups lobbying to ban certain hunting methods .	49
molecular	1	6	On this sun-blasted tract of sand 14 miles south of Baker , Calif. , molecular biologist and -LSB- entrepreneur -RSB- -LRB- https://www.newsela.com/?tag=entrepreneur -RRB- J. Craig Venter is field-testing a technology that he says will revolutionize the search for extraterrestrial life .	14
object	0	0	As the largest , heaviest object orbiting our sun , Jupiter 's namesake world is the lord of planets , a dominant force in the solar system .	5
addiction	1	8	China is known as the Smoking Dragon , but its addiction to tobacco is n't shared between the sexes .	10
workforce	1	3	The chain of home-improvement stores employs 35,000 veterans , around 10 percent of its workforce , and has committed to hire about 55,000 vets over the next five years .	14
sister	0	0	Disney Animation 's sister company , Pixar , has long been a trailblazer , producing the first feature-length computer-animated film , 1995 's `` Toy Story . ''	3
agricultural	1	8	In a section titled `` Patterns of Immigration , '' a speech bubble pointing to the continent of Africa read : `` The Atlantic Slave Trade between the 1500s and 1800s brought millions of workers from Africa to the southern United States to work on agricultural plantations . ''	45
fraud	1	3	For years , it appeared to many here that Jonathan 's People 's Democratic Party would rule Nigeria for the foreseeable future , thanks to a powerful patronage network and the use of electoral fraud .	34
stolen	0	0	`` I thought it was a mistake , that someone had stolen my credit card , '' said Nussbaum , a mother of two children in Westerville , Ohio .	11
diaper	0	0	According to a report published Monday in the journal Pediatrics , diaper need -- the inability to afford to keep a child in clean diapers -- affects a `` substantial '' number of low-income Americans , with nearly 30 percent of mothers questioned in New Haven , Conn. , reporting that they did not have enough for their children .	11
monotonously	0	0	But if monotonously sunny weather continues to curse the state , the pain of water shortages will spread , albeit unevenly .	2
whales	0	0	But unlike the other whales , the 25-foot-long young adult stuck near the surface -- and it did n't dive down to feast on the blooms of krill that attract humpbacks to the bay .	4
stories	0	0	Maybe somebody put one of Mo Willems ' popular children 's stories in there .	11
video	0	0	ANCHORAGE , Alaska -- Many middle school students in south-central Alaska spent spring break playing video games , skiing in what little snow has fallen or just enjoying a lazy week away from school .	15
right-brained	0	0	There is a scientific belief that the cerebral cortex is the part of the brain that `` makes us human , '' and that the two hemispheres of the cortex differentiate the creative thinkers from the logical thinkers -LRB- the `` right-brained '' from the `` left-brained '' -RRB- .	41
member	0	0	Knudtson said her son has had trouble controlling his behavior in the past and ended up in time out , suspension or in a `` buddy room '' alone with a school staff member until he could calm down .	33
neighbors	0	0	But in their impoverished quarter of the city , neighbors shared their food .	9
thrills	0	0	The reality thrills him -- and keeps him awake at night .	2
gains	0	0	Maryland , the District of Columbia and Rhode Island saw the biggest gains , while reading levels declined in Alaska , Michigan , South Dakota and West Virginia .	12
crusts	0	0	One would require all grain servings to be rich in whole grains -- or more than 50 percent whole-grain -- affecting such items as pastas , bread , rolls and pizza crusts .	31
humanity	1	4	Humanity had slammed spacecraft into comets before , but it had never gently landed on one .	0
dream	0	0	The Mighty Makers line from K'nex , for example , includes a construction set in which two small female dolls get to build their dream house from the ground up .	24
unifying	1	6	There was early evidence that Ryan might be the unifying force most Republicans hoped he would be .	9
postponed	1	9	In response to the protests , Brazilian President Dilma Rousseff postponed a trip she had planned to Japan and called an emergency meeting Friday morning in Brasilia .	10
eradicate	1	9	The river is the site of the final battle in the long-running quest to eradicate the beaver-like rodents -LRB- `` nutria '' means `` otter '' in Spanish -RRB- that have destroyed thousands of acres of the state 's wetlands over the past 40 years .	14
entice	1	6	The movie is being made in Louisiana largely because the state offers unlimited tax credits to entice film companies to shoot on location there .	16
academia	1	6	The Special Operations Command began soliciting ideas for the suit this year from industry , academia and government labs , and has held two conferences where potential bidders , including Dowling 's company , Revision Military , demonstrated their products .	15
effectively	1	4	The 1953 agreement , in which Greece and about 20 other countries effectively wrote off a large chunk of Germany 's loans and restructured the rest , is a landmark case that shows how effective debt relief can be .	12
complain	0	0	The Nizards complain that Sacha has lost his bearings , and that their leisurely Tuesday evenings , when the family could go out to dinner or Sacha could watch TV without worrying about class the next morning , have been sabotaged .	2
mandatory	1	6	New York and New Jersey announced mandatory quarantines for anyone traveling from three West African nations who has had direct contact with an Ebola patient , including health care workers .	6
judiciary	1	8	The app is part of an ambitious effort by environmentalists to use data and social media to use the power of public opinion in a country that lacks other routes to social change , such as elections or an independent judiciary .	40
reduce	1	4	ORLANDO , Fla. -- Theme parks are using technology to reduce waits , but not just for rides .	10
improve	1	3	So , too , is a movement among Native Americans across the nation to improve their health by rediscovering ancestral foods and connections to lands once lost .	14
venue	1	7	That leaves libraries as a crucial venue for their youngest patrons , but funding challenges , reduced hours on school nights and aging equipment have made it harder to meet the demand .	6
physically	1	3	`` Sports is one way that kids can be physically active in an enjoyable way .	9
hinge	1	4	Instead , he spoke of a `` new model of major country cooperation , '' saying U.S.-China relations must hinge on trust and a positive notion of each other 's motives .	19
begun	0	0	That 's almost 2,000 years before prehistoric Europeans started work on Stonehenge , and about 1,500 years earlier than the art of mummification in Egypt was believed to have begun .	29
civil	0	0	Afghans have grown familiar with firearms over long decades of war , from the 1979 Soviet invasion and the resulting insurgency to the civil war and the rise of the Taliban in the 1990s .	23
Yawning	0	0	Yawning in response to another yawn is n't an emotional reaction per se , but the tendency for yawns to be contagious has been `` clinically , psychologically , neurobiologically and behaviorally linked to our capacity for empathy , '' according to the Japanese researchers who conducted the study .	0
brother	0	0	Three weeks after receiving a kidney transplant from his brother , a former Ravens ' player , Chris Kemoeatu has heard all of the wisecracks .	9
suit	0	0	Now employed by a small defense company , he is part of a crash effort by U.S. Special Operations Command to produce a radically new protective suit for elite soldiers to wear into battle -- one with bionic limbs , head-to-toe armor , a built-in power supply and live data feeds projected on a see-through display inside the helmet .	26
sentenced	1	4	It was widely reported all 10 had been convicted by an anti-terrorist court in Malala 's native Swat and sentenced to life imprisonment or 25 years .	19
prices	0	0	Surveys show that uncomfortable seats and shrinking legroom have become the top gripes of travelers , surpassing ticket prices and security lines .	18
thanked	0	0	Morse thanked his constituents for the chance to serve them and said `` the Democratic Party will continue to fight . ''	1
truth	0	0	That universal truth is something that children seem to understand almost intuitively at a young age , but the path through which they develop a sense of what 's fair and what is n't -- and how they act on injustices -- is something that has been a puzzle for social scientists .	2
disappearance	1	3	`` The appearance of at least some wreckage takes it out of the realm of ` vanished without a trace , cue the music , ' with ` OK , sure , it did go down in the ocean , ' '' said Ric Gillespie , a former U.S. aviation accident investigator who wrote a book about Earhart 's still-unsolved 1937 disappearance over the Pacific Ocean .	61
sizable	1	5	The coalition fighting against labeling has also included large grocery chains and some farmers , and some of the labeling advocates are sizable companies in their own right .	22
Limit	0	0	CHICAGO -- Doctors 2 parents : Limit kids ' tweeting , texting &amp; keep smartphones , laptops out of bedrooms .	6
regularly	1	3	There are regularly more than 100 high school students in the Cutler-Orosi Joint Unified School District who apply for 30 slots in his yearlong Tech Connect class .	2
strict	0	0	Women are bound by strict rules when it comes to their attire , so they can not be seen by men while jogging in sweat pants , much less wearing fitted or revealing shorts .	4
bathroom	0	0	With the bathroom formalities out of the way , Evans , 25 , went into the gym to begin a workout with her EFT trainer , Jacob Ross .	2
hot-shot	1	3	He says he 's aced a course called `` Machine Learning '' by hot-shot Stanford professor Andrew Ng , scoring a perfect 100 .	13
gaming	0	0	The gaming industry has exploded in recent years , with streaming sites such as Twitch and YouTube creating celebrities out of the best players and launching careers for people who are expert at talking about the games .	1
elephants	0	0	WASHINGTON -- The United States is cracking down on the sale and purchase of ivory in hopes of curbing a surge in illicit poaching that 's threatening to wipe out elephants and other species in Africa .	30
assignment	1	8	`` We do n't have any Internet at home , '' Morua said as her oldest , 11-year-old Abel , clicked through an assignment on a library laptop while Alina , 9 , waited for her turn at a desktop .	23
success	0	0	Despite such fast-dollar success , heavy reliance on a single industry known for its dramatic downturns could one day help paint the state into a precarious financial corner , they say .	3
dazzling	1	5	The murmurs from onlookers -- `` nice '' and `` wow '' -- swell after each dazzling play .	16
reflected	1	3	WASHINGTON -- The American public is unusually pessimistic about the direction of the country and increasingly fed up with Washington gridlock , a sour mood reflected in the worst disapproval ratings for President Barack Obama since he took office nearly five years ago .	25
enthusiasts	1	9	The fire starter bracelet looks like many other woven bracelets being sold online to outdoor enthusiasts .	15
out-of-competition	1	5	That showed just how far Evans had traveled in a year , because only top-ranked athletes in Olympic sports are in the pool for unannounced , out-of-competition controls .	26
clean	0	0	The ball was a mere 5 feet from the hole , but when Chey Castro raised his putter for what should have been a clean shot , his hand spasmed and he missed the putt that would have won him $ 180 at the tournament .	24
speech	0	0	The awkward kickoff for a series of official meetings in Beijing followed Biden 's speech earlier Wednesday urging young Chinese citizens to challenge orthodoxy and the status quo .	14
dating	0	0	The otolith collection , dating to the 1960s , had been sitting in an old Sand Point hangar belonging to the National Oceanic and Atmospheric Administration -LRB- NOAA -RRB- .	4
Guest	0	0	Disney World recently started allowing online preordering for its Be Our Guest restaurant , and this month it tested smartphone ordering at the Backlot Express restaurant and during the Fantasmic !	11
authorities	1	4	In response , authorities have banned toy guns .	3
locations	0	0	After firing 87 volleys of tear gas at protesters at nine locations on Sunday evening , police backed away from engaging as directly with the demonstrators during the daytime on Monday .	11
collected	0	0	A youth movement , known as Rebel , has collected more than 22 million signatures on petitions calling for Morsi to step aside for early elections .	9
requiring	1	3	Other cities , including Des Moines , Iowa ; Montville , New Jersey ; Lincoln , Nebraska ; and Columbia City , Indiana , have taken less drastic measures , banning sledding only on the most dangerous hills , requiring helmets , outlawing jumping ramps and thin sledding sheets or posting sternly worded warning signs that inform thrill seekers that they are sledding at their own risk .	39
creative	0	0	There is a scientific belief that the cerebral cortex is the part of the brain that `` makes us human , '' and that the two hemispheres of the cortex differentiate the creative thinkers from the logical thinkers -LRB- the `` right-brained '' from the `` left-brained '' -RRB- .	32
sci-fi	0	0	They are sitting on ergonomic swivel chairs in front of computer screens and tapping away at keyboards and mouses as they try to kill rival factions on the military sci-fi strategy game StarCraft .	29
extremists	1	7	The couple , who fled Iraq 's second-largest city of Mosul after it was captured by Sunni extremists earlier this month , has always been poor .	17
blind	0	0	An editorial in the state media China Daily charged , however , that Washington `` is turning a blind eye to Tokyo 's provocations , '' calling that the `` root cause of the tensions . ''	18
remnants	1	7	The new evidence , published in the journal PLOS One , comes from funerary textile remnants collected from two of the earliest known Egyptian cemeteries that date to 4500 B.C. .	15
support	0	0	The chants echoed against distant cheers of support from Islamists who held rival rallies in what has become a dangerously polarized nation .	7
tests	0	0	They 're now embarking on a new series of tests in California 's Central Valley , aimed at working out the answers to a multitude of technical questions that must be resolved to make the project work .	9
minor	0	0	The decline comes on the heels of a nationwide push to roll back zero tolerance policies instituted after the deadly Columbine High School shootings that emphasize harsh discipline for even minor misbehavior in favor of support-focused alternatives .	30
infestation	1	7	And since the stubby-legged louse does not fly or jump and needs close bodily contact to spread , it seemed reasonable that students under care for the infestation could remain in class without risk to others .	27
happy	0	0	`` I feel so happy , '' Bailey 's daughter , Taniya , said after they stopped moving .	4
portrait	1	6	Marching alongside the protesters , Allen snapped portrait after portrait that offered a view from the front lines in the days after Gray 's death .	7
McClatchy-Marist	0	0	People give elected officials unusually low grades -- 31 percent rated them `` D '' and 38 percent gave them an `` F , '' according to a new McClatchy-Marist poll .	29
deliberating	1	8	`` There 's to be no outbursts upon the reading of the verdict or afterwards , '' Judge Debra S. Nelson warned the packed courtroom in Seminole County awaiting the verdict from the jury of six women who began deliberating on Friday and worked a 13-hour day Saturday .	39
engaged	0	0	Twice as many Latinos will be eligible to vote next year as in 2000 , but Latinos tend to turn out at lower rates than other groups , in part because many young Latinos are n't engaged in politics .	36
street	0	0	WASHINGTON -- They walk in front of cars , and into tree limbs and street signs .	14
precarious	1	5	Despite such fast-dollar success , heavy reliance on a single industry known for its dramatic downturns could one day help paint the state into a precarious financial corner , they say .	25
two-thirds	0	0	Their results show that in the 20th century humans reduced the biomass of predatory fish by more than two-thirds and that most of this alarming decline has occurred since the 1970s .	18
restructured	1	7	The 1953 agreement , in which Greece and about 20 other countries effectively wrote off a large chunk of Germany 's loans and restructured the rest , is a landmark case that shows how effective debt relief can be .	23
branches	0	0	Vultures are overshadowed by threatened `` sexy , charismatic species '' like the lion , rhinoceros and elephant , said Masumi Gudka , Kenya-based vulture conservation manager for BirdLife International , a group with branches in 120 countries .	34
tapping	0	0	They are sitting on ergonomic swivel chairs in front of computer screens and tapping away at keyboards and mouses as they try to kill rival factions on the military sci-fi strategy game StarCraft .	13
ground	0	0	The Mighty Makers line from K'nex , for example , includes a construction set in which two small female dolls get to build their dream house from the ground up .	28
drastic	1	9	Other cities , including Des Moines , Iowa ; Montville , New Jersey ; Lincoln , Nebraska ; and Columbia City , Indiana , have taken less drastic measures , banning sledding only on the most dangerous hills , requiring helmets , outlawing jumping ramps and thin sledding sheets or posting sternly worded warning signs that inform thrill seekers that they are sledding at their own risk .	27
Lord	0	0	## Liberation Day For the first time in 22 years -- since Briscoe was 14 years old -- the former Vice Lord gang member and five-time felon was free of any kind of state supervision .	21
Industry	0	0	The I am Elemental line of female action figures features a character named Industry who can `` repair anything that is broken . ''	13
stiffen	1	5	COLORADO SPRINGS , Colo. -- In an unprecedented backlash , two state lawmakers who helped stiffen Colorado 's gun laws were ousted Tuesday in a recall that turned into a nationally watched referendum on gun control .	15
ran	0	0	His mother ran out with a box of baking soda .	2
sad	0	0	The sad part is , if you do n't have a computer , you ca n't do your homework . ''	1
commissioners	1	7	WASHINGTON -- Parents in Charlotte , North Carolina , celebrated this month when their county commissioners approved a budget that includes $ 1.8 million to make sure every public school has a full-time nurse .	15
rulings	0	0	Both cases were decided by 5-4 rulings , though different justices formed the majority in each decisions .	6
shipping	0	0	The chance encounter of a Norwegian research vessel with the largest waves ever recorded amid floating packs of Arctic ice shows how such rollers could reroute shipping , damage oil platforms and threaten coastal communities with erosion .	26
joy	0	0	`` He gets a little joy out of the attention , but it 's not worth it . ''	5
populated	1	3	And they once populated most of California until fur traders nearly wiped them out in the 19th century .	3
scoring	0	0	He says he 's aced a course called `` Machine Learning '' by hot-shot Stanford professor Andrew Ng , scoring a perfect 100 .	19
immediately	1	4	Sterling is immediately barred from attending any NBA games or practices , be present at any Clippers office or facility , or participate in any business or player personnel decisions involving the team .	2
dockets	1	6	WASHINGTON -- Florida immigration courts , swamped by a growing stream of unaccompanied children who illegally crossed the Southwestern border , are creating `` rocket dockets '' to quickly decide whether they should be sent back to their turbulent homelands .	25
counterparts	1	9	Instead , French children -- who , like their parents , already enjoy longer lunch breaks and summer vacations than their counterparts in many other countries -- have to show up for class Monday through Friday .	21
equality	1	7	Fairness , a willingness to sacrifice for the sake of greater equality , is an ideal that supports cooperation , resource sharing and sacrifice .	11
ascendance	1	9	Copeland , 32 , has become one of America 's most famous female athletes , revered for her unlikely ascendance in an arts world notorious for showcasing only lithe white ballerinas .	19
rats	0	0	NEW YORK -- To many in New York City , the rats are winning .	11
crabs	0	0	California delayed the Nov. 15 start of its commercial crab season after finding dangerous levels of a toxin in crabs .	19
brought	0	0	Skeen brought her hand to her mouth .	1
waves	0	0	The chance encounter of a Norwegian research vessel with the largest waves ever recorded amid floating packs of Arctic ice shows how such rollers could reroute shipping , damage oil platforms and threaten coastal communities with erosion .	11
biohazard	1	7	The afflicted physician , Craig Allen Spencer , was whisked into isolation , his fiancee and friends were clamped into quarantine , and his apartment was sealed and decontaminated by a biohazard crew .	31
engineering	1	5	The curriculums , taking hold as school budgets tighten and the numbers of farms in the United States decline , are rich in science and touted as stepping stones for college-bound students considering careers in everything from urban forestry to renewable natural resources and genetic engineering of crops , perhaps for giant agribusiness companies such as Monsanto , Dow , DuPont and Pioneer .	45
candy	0	0	`` There was this big , giant tub of chocolate in the factory '' that was used in Milka candy bars , Prochnik said .	19
surprising	1	4	Researchers at Stanford University recently set out to explore the neural basis of creativity and came up with surprising findings .	18
fairness	0	0	As the gap between the world 's top 1 percent and the rest has increased to historic highs in recent years , fairness in material payoffs or inequality has become one of the most important issues of our time .	22
microbe	1	6	Despite rising concerns about food safety and authenticity , contamination rates by salmonella , campylobacter , Escherichia coli and other common pathogens have not fallen or are actually on the increase , depending on the microbe , according to a 2013 report from the U.S. Centers for Disease Control and Prevention -LRB- CDC -RRB- .	35
Minister	0	0	His message to the nation was broadcast 2 1/2 hours after Spanish Prime Minister Mariano Rajoy announced the king 's decision to step out . ''	12
salvo	1	4	It 's the latest salvo in a technological arms race among animation houses .	4
accumulating	1	8	`` Over the last several days , we 've seen recent and accumulating reports raising questions about the performance of the agency , and the president concluded that new leadership of that agency was required , '' said Josh Earnest , the White House spokesman .	12
views	0	0	`` We stand together in condemning Mr. Sterling 's views , '' Silver said .	9
casualties	1	6	And like the real war , there have been casualties .	9
active	0	0	Although NOAA scientists had been doing active research on the collection , the thousands of flammable Styrofoam boxes -- piled 20 feet high and filled with ethanol for preservation -- were a huge fire hazard .	6
middle	0	0	ANCHORAGE , Alaska -- Many middle school students in south-central Alaska spent spring break playing video games , skiing in what little snow has fallen or just enjoying a lazy week away from school .	5
knitting	1	4	The passenger in front of her wanted to relax with some knitting .	11
budget	0	0	`` The airlines have been so focused on the bottom line that they do n't realize you ca n't balance your budget on the back of passengers , '' said Alex Gerwer , a frequent business traveler from Long Beach , California .	21
