WORD	LABEL	SENTENCE	SENTENCE_INDEX
central	0	On some days in this isolated central Nevada town , she 'd actually sift through the hair of students found with live head lice .	6
bind	1	It 's not drugs or alcohol or even baby formula that has put her in such a bind .	17
seizures	1	Saurer got involved with the nurse issue in the Charlotte-Mecklenburg Schools because her younger daughter , Hannah , has a history of seizures and serious food allergies .	22
beer	0	They 're prying open beer bottles and blasting rock music from an RV .	4
concocting	1	Ancient Egyptians may have been concocting complex and effective mixtures to preserve their dead as far back as 4300 B.C. , new evidence suggests .	5
hosts	0	The world will see just how far robots have advanced in the subsequent years when the U.S. Defense Advanced Research Projects Agency -LRB- DARPA -RRB- hosts the final round of a robotics competition aimed at building autonomous machines that can step -- or roll -- in when disasters strike .	25
trends	0	Some other major youth groups also face revenue and membership declines , due in part to societal trends .	17
throws	0	Dressed in a red uniform in a Lenexa , Kansas , martial arts studio , Helen Dugan puts an opponent 73 years her junior in a choke hold , then throws him to the mat .	30
protons	1	Element 118 , for example , is the heaviest element to date , with 118 protons alongside 176 neutrons .	15
degrade	1	As an added challenge , DARPA will deliberately degrade communication links between robots and operators for each team as it competes in order to create a scenario closer to the one responders experienced in Fukushima .	8
block	0	Most of us have experienced writer 's block at some point , sitting down to write , paint or compose only to find we ca n't get the creative juices flowing .	7
scouted	1	Amid the clatter of jackhammers and the whine of a mini-excavator , paleontologist Kim Scott scouted the tarry muck for relics from a long-buried beach .	15
men	0	SHANGHAI -- For two days , Rocky had been playing video games in the tiny apartment he shares with three other men in Shanghai , a city of 23 million .	21
intoxicating	1	Fully pursue his dream to become an entrepreneur and literacy advocate for young people of color , to stop them from being sucked down the intoxicating pipeline that entrapped him .	25
fat	0	They 're high in protein and low in fat .	8
rats	0	NEW YORK -- To many in New York City , the rats are winning .	11
huge	0	Since Boeing rolled out its first 777 to a huge crowd at its manufacturing facility in Everett , Wash. , in 1994 , more than 1,100 have been built and only one had been in a major accident , with no fatalities .	9
cattle	0	The mutilated cattle , found this spring on Koski 's 1,000-acre farm in the tiny community of Matchwood in Ontonogan County , are the latest casualties in his ongoing war with wolves .	2
slung	1	KABUL , Afghanistan -- The weapons of Afghanistan 's long decades of war can be seen almost everywhere , from the burned-out hulks of Soviet tanks to the Kalashnikov assault rifles slung over policemen 's shoulders and helicopter gunships roaring overhead .	31
artifacts	1	In a paper published recently in the Canadian Journal of Archaeology , researchers examined artifacts recovered at Riparo Bombrini , in northwest Italy , and concluded that their dwelling was organized around such activities as butchering animals , shaping tools and building fires .	14
projected	1	An increase in Asian and Hispanic immigration also will drive U.S. population growth , with foreign-born residents expected to make up 18 percent of the country 's projected 441 million people in 50 years , the Pew Research Center said in a report being released Monday .	27
offensive	1	Ma'ake , who also played for Baltimore from 2002-2005 , has one championship ring ; Chris , an offensive guard who retired in 2011 , has two Super Bowl rings -- plus one of his brother 's kidneys .	18
hardy	1	Months ago , many warned him not to invest in a place where fair-weather tourists flee in the fall and the big lake 's waters turn cold and storm-tossed , forcing the 100 or so hardy full-time residents of Cornucopia to hibernate for the winter .	35
ominous	1	She could hear them scrabbling around and their ominous screeches .	8
mobility	1	Emergency-response robots have long suffered from having a range of mobility and dexterity comparable to a 1-year-old child and a level of autonomy generally limited to completing a single task at a time .	10
consequence	1	And while animals do occasionally wander outside of their ranges , scientists are starting to believe that the recent flurry of movements between the Atlantic and Pacific ocean basins are early evidence of yet another consequence of climate change .	35
wears	0	Carroll has Type 1 diabetes and wears a pump that delivers insulin directly into his body .	6
sectionalism	1	And when it comes to the Civil War , children are supposed to learn that the conflict was caused by `` sectionalism , states ' rights and slavery '' -- written deliberately in that order to telegraph slavery 's secondary role in driving the conflict , according to some members of the State Board of Education .	21
featherless	1	Mark Twain saw one and described it as having a `` bald , red , queer-shaped head , featherless red places here and there on his body , intense great black eyes set in featherless rims of inflamed flesh . ''	18
feat	1	Every high school senior in Tech Connect has gone on to attend college -- a great feat , especially considering that 62 percent of adults in Cutler-Orosi do n't have a high school diploma , compared to 32 percent throughout Tulare County , according to a 2013 survey .	16
organized	1	`` There has been this idea that Neanderthals did not have an organized use of space , something that has always been attributed to humans , '' said lead study author Julien Riel-Salvatore , an assistant professor of anthropology at the University of Colorado-Denver .	12
campuses	1	The teams are a part of the athletics department at Robert Morris , which has about 2,500 students at its Chicago campus and about 6,000 across several campuses in Illinois .	27
willing	0	`` What I 'd like to do is to see the first two years of community college free for everybody who is willing to work for it , '' Obama said in a video shot on Air Force One and posted Thursday on Facebook , ahead of his planned visit Friday to a community college and technical center in Knoxville , Tennessee , as part of a trip designed to preview his policy plans for 2015 .	22
horses	0	What they found that Sunday in 1994 still fills Chauvet 's voice with wonder : an immense cave covered with prehistoric paintings of horses , mammoths and rhinos -- paintings so vivid , he says , it felt like the Stone Age artists had just moments ago put down their ochre and walked away .	23
universal	1	The laws limit gun magazines to 15 rounds and require universal background checks , to be paid for by the gun purchaser , among other restrictions .	10
households	0	An Associated Press analysis of households in the 10 biggest economies shows that families continue to spend cautiously and have pulled hundreds of billions of dollars out of stocks , cut borrowing for the first time in decades and poured money into savings and bonds that offer puny interest payments , often too low to keep up with inflation .	5
spending	1	A big chunk of their spending -- about 33 percent -- goes for gifts and souvenirs .	5
warmer	0	The expanding range of Naegleria infections could potentially be related to climate change , she adds , as the organism thrives in warmer temperatures .	22
257th	0	Back then , the Girl Scouts ranked 83rd among U.S. charities for such donations ; the Chronicle now ranks it 257th .	20
stiffen	1	COLORADO SPRINGS , Colo. -- In an unprecedented backlash , two state lawmakers who helped stiffen Colorado 's gun laws were ousted Tuesday in a recall that turned into a nationally watched referendum on gun control .	15
emergency	1	In an emergency , the bracelet can be unraveled and the parachute cord used in a variety of ways -- to create a shelter or make a tourniquet , for example .	2
oil	0	The chance encounter of a Norwegian research vessel with the largest waves ever recorded amid floating packs of Arctic ice shows how such rollers could reroute shipping , damage oil platforms and threaten coastal communities with erosion .	29
churches	0	Father-daughter dances and balls date back decades , and were especially popular in churches that hosted the events to promote the special bond between fathers and their daughters .	13
models	0	Scientists analyzed more than 200 published food-web -LRB- interacting food chains -RRB- models from all over the world , which included more than 3,000 ocean species .	12
divisions	1	Speech that creates ethnic divisions has been outlawed .	4
shipping	0	The chance encounter of a Norwegian research vessel with the largest waves ever recorded amid floating packs of Arctic ice shows how such rollers could reroute shipping , damage oil platforms and threaten coastal communities with erosion .	26
Lately	0	Lately , the women are striking back .	0
mixed	0	The sweeping , unanimous decision Tuesday by a three-judge panel of the 9th U.S. Circuit Court of Appeals overturned a mixed jury verdict in an antitrust case involving an AIDS drug .	20
world	0	Proponents of the requirement argued that American children were falling behind in financial literacy and that the increasingly complex world of consumer banking demanded a new kind of education .	19
rid	0	`` It gets rid of those little small hits you get in practice that kind of turn your eyes green a little bit , '' said defensive end Nick Spracklen , 20 .	3
atmospheric	1	From an astronomical observatory on Chews Ridge in the Santa Lucia Mountains , the University of California , Davis atmospheric scientist has for the last three years measured ozone , the lung-damaging gas in smog , as it arrives to California .	19
isolation	1	The afflicted physician , Craig Allen Spencer , was whisked into isolation , his fiancee and friends were clamped into quarantine , and his apartment was sealed and decontaminated by a biohazard crew .	11
traditional	1	In June , the 32-year-old quit his job as a salesman with a traditional Chinese medicine company .	13
drives	0	`` The people that guessed 90 , 70 , 120 , they 've already lost , '' says Stephen Kendrot as he drives along a Wicomico County , Md. , back road .	22
slogged	1	Not many of the 150,000 Allied soldiers who slogged onto storm-torn beaches or parachuted into Normandy remain alive to pass on the legacy of that `` longest day . ''	8
hurt	0	Eleven of the injured were believed to be critically injured and another six seriously hurt , according to the Fire Department .	14
emphatically	1	Though other countries involved in the investigation make the point less emphatically than Malaysia , all agree the wing piece appears to be from Flight 370 , lost March 8 , 2014 , on its way from Kuala Lumpur to Beijing with 239 people on board .	11
served	0	The men 's refusal to pay bail money into the segregationist town 's city coffers served as a catalyst for other civil disobedience .	15
brought	0	Skeen brought her hand to her mouth .	1
whites-only	0	ROCK HILL , S.C. -- The convictions of nine South Carolina black men who integrated a whites-only lunch counter during the height of the civil rights movement were tossed out Wednesday during an emotional hearing before a packed courtroom .	16
Attorney	0	Attorney General Eric Holder said the North Carolina law imposes several `` troubling new restrictions '' on voters including reducing early voting days , eliminating same-day registration during the early-voting period and imposing a restrictive photo-identification requirement for in-person voting .	0
fish	0	Their gnawing and nesting promotes richer soil and slows down water , improving imperiled fish habitat .	14
snacks	0	CHICAGO -- There 's only one thing that comes between the grade school kids hopping off the afternoon bus near Eve Pulver-Johnson 's Aurora , Ill. , house and their after-school snacks -- the Little Free Library on her family 's front lawn .	31
broke	0	Violence broke out in more than 10 cities late Thursday and early Friday , and an 18-year-old man was killed and three people injured when they were hit by a car trying to drive around a protester-erected barricade in Ribeirao Preto , 185 miles north of Sao Paolo .	1
murky	1	The waters off the United Arab Emirates -LRB- UAE -RRB- coast can be murky and only have 10 percent of the coral reef diversity found in the Indian Ocean or on the Great Barrier Reef .	13
saddled	1	Already perceived as ugly and saddled with being a symbol of death and decay in many cultures , their numbers are dropping because of poaching , poisonings and collisions with electricity pylons and wind turbines .	5
Black	0	THREE RIVERS , Calif. -- Black bears are a cherished part of the community here , a woodsy gateway town that funnels tourists to Sequoia and Kings Canyon national parks , where the first question many visitors ask of rangers is `` Where can I see a bear ? ''	5
tour	0	`` These temperatures exceed what we are expecting anywhere else in the world in the tropics over the next century , '' says John Burt , a marine biologist at a branch of New York University in the Emirates , who led the reef tour in 2012 .	44
Fine	0	She reclined her seat -- smacking Fine 's head and sparking an emotional explosion .	6
fought	0	Vermont approved such labeling through the legislative process , but the issue is still being fought in the courts .	15
crazy	0	`` This is a great , big , hard problem , '' said Richard DeVaul , a Google engineer and chief technical architect for the company 's Project Loon , so named in part because even Google concedes the idea sounds a little crazy .	43
intensified	1	It is a story that echoes among the tens of thousands of Ukrainian residents who fled their homes when fighting intensified in August between pro-Russia separatists and Ukrainian government forces .	20
treats	0	Too often , the FTC said , parents were caught unaware that in-app purchases were being made and Apple did n't do enough to make it clear children were buying gems , coins , or treats for their virtual pets .	35
holes	0	CHICAGO -- Geologist Erin Argyilan has in the last 10 months studied sediment , analyzed wind patterns and mapped terrain , but she has n't solved the mystery of the holes that appear and vanish in the beige sands of Mount Baldy at Indiana Dunes National Lakeshore .	30
knitting	1	The passenger in front of her wanted to relax with some knitting .	11
vanished	1	`` The appearance of at least some wreckage takes it out of the realm of ` vanished without a trace , cue the music , ' with ` OK , sure , it did go down in the ocean , ' '' said Ric Gillespie , a former U.S. aviation accident investigator who wrote a book about Earhart 's still-unsolved 1937 disappearance over the Pacific Ocean .	16
pervasive	1	The removal of top predators has been called `` humankind 's most pervasive influence on nature , '' and it is as detrimental in the sea as it is on land .	12
much	0	But Grayson 's bracelet is much more than a bundle of cord .	5
evaluate	1	As college programs increasingly use Twitter , Instagram and other social media accounts to evaluate a player 's character , one wrong comment can cost a scholarship offer .	14
determined	1	Most of these students at H-B Woodlawn Secondary Program are determined , he says , but `` they are also very scared because they do n't have certainty for their future here . ''	10
Team	0	Team members brush it off , like they do their nerves right before a performance .	0
metropolitan	1	Schools and districts in metropolitan areas such as Washington , Houston and Miami have seen an uptick in the number of these students and anticipate more could enroll this fall .	4
skills	0	Virginia was one of many states that moved to offer more personal-finance courses on the heels of the Great Recession , hoping to instill practical money-management skills to help the next generation avoid the pitfalls that many of their parents experienced .	26
seat	0	She reclined her seat -- smacking Fine 's head and sparking an emotional explosion .	3
donated	0	The fine will be donated to organizations dedicated to anti-discrimination and tolerance efforts that will be jointly selected by the NBA and the Players Association , Silver said .	4
bassist	1	The Grammy Award-winning jazz singer and bassist said the variety of musicians who have performed at the White House conveys a message of inclusion at what the Obamas have long touted as the `` People 's House . ''	6
slate	0	We are wiping the slate clean .	4
farther	0	`` Some people think if you do all this other stuff , it takes away from focusing on instruction , when really it ensures that you can take kids farther academically . ''	29
water	0	Less ice means more open water to generate large waves -- creating a feedback loop that could doom the ice cap .	5
studies	0	They point to numerous studies -LRB- except those commissioned by the film industry -RRB- which show that states never recoup the tax revenue they give away with the credits .	4
gathered	1	Bailey and his daughter were among dozens of father-daughter couples gathered on Chicago 's South Side recently at a party designed to spotlight the role of black fathers in their daughter 's lives .	10
unraveled	1	In an emergency , the bracelet can be unraveled and the parachute cord used in a variety of ways -- to create a shelter or make a tourniquet , for example .	8
dad	0	A Silicon Valley tech professional , dad Neil Banerjee told his son to `` Google it . ''	6
expect	0	KINGSTON , Jamaica -- The picture-perfect beaches and turquoise waters that people expect on their visits to the Caribbean are increasingly being fouled by mats of decaying seaweed that attract biting sand fleas and smell like rotten eggs .	12
burned	0	`` I have nothing anymore , nowhere to go , no apartment ... and all my documents and personal belongings were burned , '' Poludnitsina , 25 , said as she sat in a tent she shares with a family of four .	21
recorded	0	The chance encounter of a Norwegian research vessel with the largest waves ever recorded amid floating packs of Arctic ice shows how such rollers could reroute shipping , damage oil platforms and threaten coastal communities with erosion .	13
Pizza	0	And even jaded New Yorkers were both disgusted and a little impressed by `` Pizza Rat , '' the plucky rodent in a recent viral YouTube clip seen dragging a large cheese slice down a subway stairwell .	14
filling	0	She is one of many experts who have combed the terrain for clues on the origin of these potentially dangerous holes , which are about a foot in diameter and seem to survive for less than a day before filling in naturally with sand .	39
sacrifice	1	Fairness , a willingness to sacrifice for the sake of greater equality , is an ideal that supports cooperation , resource sharing and sacrifice .	5
mother	0	`` I thought it was a mistake , that someone had stolen my credit card , '' said Nussbaum , a mother of two children in Westerville , Ohio .	21
kitchens	0	Across town at the Limba Restaurant , the menu carries an assortment of dishes from Thailand , created by a chef who spent a decade in kitchens in San Francisco , where Asian food is prevalent .	26
advocate	1	`` It seems like there is a theme of wanting to really support artists who are working hard -- not just in their craft -- but communicating about the issues of our time , '' said Spalding , an advocate of human rights issues at the U.S. detention facility at Guantanamo Bay , Cuba .	39
hardscrabble	1	CHICAGO -- On her toughest days , Selena Berry would look to the sky and imagine herself soaring high in the clouds above her troubled Englewood neighborhood and hardscrabble middle school .	28
tape	0	Sterling acknowledged he was the man on the tape , Silver said .	8
special	0	And as the number of `` buddy '' or `` inclusion companion '' sporting opportunities continues to proliferate across the country , advocates for children with special needs say young people today are growing up with a better understanding and openness toward people with disabilities than the generations before them .	26
announce	0	And on Tuesday , Intel Capital , the company 's global investment arm , will announce it has invested in the teenager 's company , making Shubham the world 's youngest tech entrepreneur to receive venture capital funding .	15
peer	0	The first , disadvantageous inequity , occurs when one receives less than a peer .	13
prime	0	Hours earlier , Egypt 's new interim leadership had narrowed in on a compromise candidate to serve as the next prime minister .	20
Buy	0	`` The trade-in volume has doubled every year since 2009 , '' Jeff Shelman , a Best Buy spokesman , wrote in an email .	17
appointee	1	The `` policy compels speech because it mandates the written motto , ` Tomorrow 's Leaders , ' on the uniform shirts , '' wrote Judge Jacqueline H. Nguyen , an Obama appointee , who was joined by two judges selected by Republican presidents .	32
regulations	1	The nutritionists are worried about three regulations .	6
archipelago	1	Every year Aleksey Marchenko of The University Center in Svalbard , a Norwegian archipelago north of Scandinavia , leads students across the chilly waters of the Barents Sea to study the seasonal ice pack .	13
nationwide	0	Opponents led by a group called Save Maine 's Bear Hunt say the Humane Society 's involvement shows that this is a fight being bankrolled by outside lobby groups with a broader agenda of ending sport hunting nationwide .	37
Peace	0	Peace !	0
support-focused	1	The decline comes on the heels of a nationwide push to roll back zero tolerance policies instituted after the deadly Columbine High School shootings that emphasize harsh discipline for even minor misbehavior in favor of support-focused alternatives .	35
greater	0	Fairness , a willingness to sacrifice for the sake of greater equality , is an ideal that supports cooperation , resource sharing and sacrifice .	10
southeast	0	The 4-year-old from southeast Arlington was searching for fish fossils in Mansfield with his dad , Tim , last fall when the preschooler came back with a bone that has excited even seasoned paleontologists from Southern Methodist University .	3
credence	1	Strange though it may seem , scientific theory lends credence to this historical fiction .	9
mushroomed	1	What began as a modest idea to collect and donate stray pencils mushroomed into a campaign that has pulled in thousands of writing implements -- some used but most new -- from local schools , businesses and churches .	12
whiz	1	Shots whiz by like cars on a freeway .	1
dominance	1	From its decades of dominance in the 1960s to the 1980s when the Soviet Union was known as the `` Big Red Machine , '' international sports has held outsized importance for Russians as a way to measure their country 's standing in the world .	4
cousin	0	Toyoda , a cousin of the Japanese automaker 's founder Kiichiro Toyoda , died of heart failure at Toyota Memorial Hospital in Toyota city , central Japan .	3
tend	0	Second inaugural speeches tend to be trickier for politicians than the first , where the formula often is to highlight an agenda heading into office .	3
immediately	1	Sterling is immediately barred from attending any NBA games or practices , be present at any Clippers office or facility , or participate in any business or player personnel decisions involving the team .	2
label	0	Those who want the label contend that consumers are entitled to know whether their food contains GMOs so that they can make informed decisions about their purchase .	4
computer	0	A report published Wednesday in the New England Journal of Medicine describes how the team fit Vawter with a prosthetic leg that has learned -- with the help of a computer and some electrodes -- to read his intentions from a bundle of nerves that end above his missing knee .	30
crowded	0	It could quickly become a public health disaster in a place where strangers huddle together on subway cars and pedestrians jostle for space on crowded sidewalks .	24
parachuted	1	Not many of the 150,000 Allied soldiers who slogged onto storm-torn beaches or parachuted into Normandy remain alive to pass on the legacy of that `` longest day . ''	13
calm	0	Knudtson said her son has had trouble controlling his behavior in the past and ended up in time out , suspension or in a `` buddy room '' alone with a school staff member until he could calm down .	37
threatens	0	Buhari , 72 , will assume power in Africa 's richest nation at a time of crippling uncertainty -- as public revenue shrinks because of the falling price of oil and the Boko Haram insurgency threatens the country 's northeast .	35
impressed	1	When she saw the work , she said , she was impressed by the unique form and intricate craftsmanship .	11
rhinos	0	What they found that Sunday in 1994 still fills Chauvet 's voice with wonder : an immense cave covered with prehistoric paintings of horses , mammoths and rhinos -- paintings so vivid , he says , it felt like the Stone Age artists had just moments ago put down their ochre and walked away .	27
faction	1	Iraqi Yazidis could face genocide , President Barack Obama said last week as he announced the U.S. would drop water and food to those who fled the Islamic State -LRB- ISIL -RRB- , an al-Qaida breakaway faction that has seized huge chunks of territory in Iraq and neighboring Syria .	36
makeshift	1	Egyptian television showed chaotic scenes of bloodied , unconscious protesters lying in makeshift triage facilities .	12
woke	0	MINNEAPOLIS -- A.J. Briscoe woke up on Monday , Sept. 29 of this year to relentless rain .	4
railroad	0	The archaeological site , which was severely destroyed during railroad construction , hosted both Neanderthals and humans .	9
Center	0	She recently spoke in Dallas about the brain science behind golf and the yips at the Center for BrainHealth 's public lecture series at the University of Texas at Dallas .	16
bacon	0	Because if you shut off the supply of 24-ounce fountain drinks , bacon cheeseburgers , fried chicken and stuffed tacos , the children who frequently eat at fast-food restaurants will go home and do what they generally do when not eating at a fast-food restaurant : They 'll snarf cookies and chips , chug sugar-sweetened soda from a bottle , and heat up frozen pizzas .	12
strategy	1	The ivory ban is a key component of a new , national strategy for combating wildlife trafficking , unveiled Tuesday by the White House , seven months after President Barack Obama issued a call to action during a visit to Tanzania .	12
commercialization	1	`` There has been an increased commercialization of the teeth , and that 's a little troubling , '' said study coauthor Scott Baker , associate director of the Marine Mammal Institute at Oregon State University .	6
restoration	1	`` Knowing that it is native should help guide restoration efforts . ''	9
animal	0	NEW YORK -- It has been a big year for bears in the news , especially in Maine , where voters on Nov. 4 face a question that has bedeviled other bear-heavy states : how to keep the species ' population at bay in the face of pressure from animal rights groups lobbying to ban certain hunting methods .	49
far	0	Since then , however , infections have popped up as far north as Minnesota .	10
leaders	0	BEIJING -- In a sharp rebuff , China accused Washington on Wednesday of taking Japan 's side in a tense clash over disputed islands in the East China Sea , underscoring rising regional friction as visiting Vice President Joe Biden met with Beijing 's leaders .	44
ensure	1	When a law discriminates on the basis of sexual orientation , it must be closely evaluated to `` ensure that our most fundamental institutions neither send nor reinforce messages of stigma or second-class status , '' Judge Stephen Reinhardt wrote for the court .	18
cockroaches	1	`` Take -LRB- it -RRB- serious our friends r killed like Cockroaches . ''	11
dive	0	The mothers were forced to dive deeper and swim farther , and by the time they returned to the islands , they did n't have much milk to offer .	5
initiatives	1	`` It 's growing in the last 10 years within the native communities in the United States , '' said Susen Fagrelius , coordinator of Little Earth 's community health initiatives .	30
sophomore-level	1	And he took a sophomore-level course by MIT professor Anant Agarwal called `` Circuits and Electronics , '' tallying 91 percent .	4
ranks	0	Along with school programs , membership in Future Farmers of America is up to about 580,000 -- nearly double its ranks of the mid-1980s .	20
best-selling	0	She has authored a best-selling memoir , was featured this year on the cover of Time magazine 's `` 100 Most Influential People , '' and has starred in a viral Under Armour ad , twirling amid the reading of a rejection letter declaring she has `` the wrong body for ballet . ''	4
detect	0	Not only does Venter say his invention will detect and decode DNA hiding in otherworldly soil or water samples -- proving once and for all that we are not alone in the universe -- it also will beam that information back to Earth and allow scientists to reconstruct living copies in a biosafety facility .	8
positive	0	Instead , he spoke of a `` new model of major country cooperation , '' saying U.S.-China relations must hinge on trust and a positive notion of each other 's motives .	24
works	0	That issue will dominate much of Emanuel 's time in the coming weeks , as he works to persuade state lawmakers in Springfield to grant the city pension relief and a Chicago-owned casino to help stabilize the city 's finances .	16
spectrum	0	A third of her 60 students are on the autism spectrum .	10
department	0	Lost in the debate about online learning , however , is its impact in far-flung regions of the globe , places like the electrical engineering department at the University of El Salvador and the modest walk-up apartment of the Palacios family , above the medical clinic of Dr. Roberto Palacios Navarro , Roosemberth 's father .	25
celebrated	1	The latest installment of the PBS series `` In Performance at the White House '' celebrated the history of American music with performances by Queen Latifah , Smokey Robinson , Usher , Trombone Shorty and Esperanza Spalding , among others .	15
expansion	1	NEW YORK -- As the Girl Scouts ' membership continues a sharp decline , its leaders are betting on technology to reverse the trend , including a major expansion of its year-old program enabling Girl Scout cookies to be sold via mobile apps and the girls ' personalized websites .	28
grades	0	SAN JOSE , Calif. -- A popular and accomplished Los Altos High student received a parent 's text message at school last year , to come home to talk about her grades .	31
putts	0	`` I know I 'm good , and I know I can make these putts , '' says Castro in a call from his home in Scottsdale , Arizona .	14
gets	0	SACRAMENTO , Calif. -- Sacramento gets about as much annual rainfall as arid Flagstaff , Ariz. , but its lush lawns are modeled on those of rain-soaked England .	5
bank	0	Five years after U.S. investment bank Lehman Brothers collapsed , triggering a global financial crisis and shattering confidence worldwide , families in countries as varied as the United States , Japan , the United Kingdom and Germany remain hunkered down , too spooked and distrustful to take chances with their money .	5
door	0	The court also opened the door for gay marriages to resume in California , in a separate ruling on narrow legal grounds .	5
solve	0	Its launch Friday was part an offbeat experiment by Google in using lighter-than-air balloons , a concept pioneered in the 18th century , to solve the 21st-century problem of delivering Internet service to underserved parts of the world .	24
storm-tossed	1	Months ago , many warned him not to invest in a place where fair-weather tourists flee in the fall and the big lake 's waters turn cold and storm-tossed , forcing the 100 or so hardy full-time residents of Cornucopia to hibernate for the winter .	28
coauthor	1	`` There has been an increased commercialization of the teeth , and that 's a little troubling , '' said study coauthor Scott Baker , associate director of the Marine Mammal Institute at Oregon State University .	21
disclosed	1	The result of the first vote was not disclosed .	8
yielding	1	And her star power has stretched far beyond dance , yielding larger and larger business opportunities offstage as her pre-eminence onstage has grown .	10
cascading	1	`` It 's cascading down into this valley now , '' Yurkewycz said , pointing out a tongue of ice flowing over a rise and into a rubbly ravine .	3
mall	0	Minutes after arriving by bus at an outlet mall in Cabazon , California , a dozen or so Chinese tourists hustled out to buy luggage that they planned to stuff with high-end clothes , shoes and bags .	8
otoliths	1	Fish ear bones , also known as otoliths , are like tree rings for the ocean .	7
transportation	1	`` Although tragic , commercial air transportation has had a stellar safety record -- something like 40 times safer than driving , '' he said .	6
clearing	0	But Jupiter came swinging in , clearing the way for small worlds like Earth by destroying those older planets .	6
Actually	0	`` Dropped another prospect this AM due to his social media presence ... Actually glad I got to see the ` real ' person before we offered him , '' Hand tweeted .	13
journeyed	1	Cleverly crafted by a Missouri transplant who journeyed west with visions of making his fortune in the gold fields of California , the story gave Clemens the strike he was looking for , but in a guise he 'd never imagined .	7
steamy	1	-LSB- -RSB- -LRB- https://newsela-test-files-f331e.s3.amazonaws.com/article_media/extra/AP93848837894.jpg -RRB- It was a steamy August morning , one of those tongue-dragging days when you ca n't stop imagining how good a mouthful of ice would feel .	8
microscopic	1	A massive bloom of microscopic algae -- which produced a natural toxin called domoic acid that is harmful to wildlife and fish -- in the Pacific Ocean is threatening the crab industry during a time when many fishing outfits make their most money .	4
homelands	1	WASHINGTON -- Florida immigration courts , swamped by a growing stream of unaccompanied children who illegally crossed the Southwestern border , are creating `` rocket dockets '' to quickly decide whether they should be sent back to their turbulent homelands .	39
calculations	1	But lose a leg , as Zac Vawter did after a motorcycle accident in 2009 , and you will appreciate the myriad calculations that go into putting one foot in front of the other .	22
plans	0	BALTIMORE -- Devin Allen plans to get the word `` smile '' tattooed on his trigger finger .	4
museum	0	Last year , Ted Pietsch , a UW professor and curator of fishes at the Burke Museum , got a grant to transfer the otoliths to the museum -- all of a 10-minute drive away .	27
passed	0	But when Brumfield , the director of a project empowering young girls , passed around a photograph of Lupita Nyong ` o , the dark-brown-skinned actress who sports an extra-short natural , the girls were silent for a moment .	13
resided	0	A re-entry ticket involved painstaking inspections , with parents required to prove that not a single hitchhiker resided on a child 's head .	17
asked	0	CHICAGO -- On a recent afternoon at Chicago 's Dewey Elementary Academy of Fine Arts , Ladon Brumfield asked a group of 9 - and 10-year-old African-American girls to define beauty .	18
debut	1	The debut was quieter than intended because it was overshadowed by the Great War that had just erupted in Europe , where 16 million men under arms were rushing into the fight , and thousands of soldiers had already died in early battles in Belgium and France .	1
supply	0	Now employed by a small defense company , he is part of a crash effort by U.S. Special Operations Command to produce a radically new protective suit for elite soldiers to wear into battle -- one with bionic limbs , head-to-toe armor , a built-in power supply and live data feeds projected on a see-through display inside the helmet .	46
boats	0	From the Dominican Republic in the north , to Barbados in the east , and Mexico 's Caribbean resorts to the west , officials are authorizing emergency money to fund cleanup efforts and clear stinking mounds of seaweed that in some cases have piled up nearly 10 feet high on beaches , choked scenic coves and cut off moored boats .	59
images	0	Just by breathing , tourists could erode the images .	8
main	0	BUDAPEST , Hungary -- Hundreds of migrants chanted defiant slogans outside Budapest 's main international train station Wednesday as Hungarian police blocked them for a second day from seeking asylum in Germany and other wealthy European Union countries .	13
industry	1	But a housing crash and a flood of Chinese money later , she 's part of a growing cottage industry of real estate agents , bankers and attorneys who specialize in helping wealthy foreigners buy a little patch of Southern California .	19
cold	0	A new study on snakebite rates in Costa Rica has found that the bite rate shoots up during El Nino -- at both the hot and cold parts of the cycle -- and that the problem disproportionately affects poor , rural populations .	26
produced	0	A massive bloom of microscopic algae -- which produced a natural toxin called domoic acid that is harmful to wildlife and fish -- in the Pacific Ocean is threatening the crab industry during a time when many fishing outfits make their most money .	8
younger	0	The acuity of mental illness among students has sharpened , they say , and it 's striking ever younger children , though many quietly bear the stress for years before snapping .	18
thumping	1	A sold-out crowd from around the nation is screaming for the elite e-athletes and thumping inflated cheer sticks in a collective thunder .	14
pop	0	OXKUTZCAB , Mexico -- Wander into Cafe Rex in Oxkutzcab , Mexico , deep in the interior of the Yucatan Peninsula , and some odd things pop out on the menu .	26
duty	0	Saeed Naeem , the public prosecutor for Malala 's native Swat region , said he had n't corrected the misreporting because `` it is not our duty to issue rebuttals to the press , nor are we authorized to do so . ''	26
cyber-intrusion	1	`` The health care industry is not technically prepared to combat against cyber criminals ' basic cyber-intrusion tactics , '' an April report from the cyber division of the FBI says .	16
souvenirs	1	A big chunk of their spending -- about 33 percent -- goes for gifts and souvenirs .	15
booms	1	But today this ancient social contract is giving way as the Chinese economy booms , prying apart families with job opportunities in distant cities or abroad .	13
set	0	The Mighty Makers line from K'nex , for example , includes a construction set in which two small female dolls get to build their dream house from the ground up .	13
