WORD	LABEL	ANNOTATORS	SENTENCE	SENTENCE_INDEX
weaponry	1	7	It should be no surprise then that young children play `` police and Taliban , '' chasing each other around with toy guns and weaponry designed to mimic the real thing .	24
formerly	0	0	His guitar lessons , formerly on Wednesdays , are now sandwiched into his Friday lunch period .	4
whole	0	0	Techniques ranging from whole genome sequencing to the ability to create artificial DNA labels that indicate points of origin are surprisingly affordable now , and have led to novel global collaborations and inventions .	3
academy	0	0	It expands the academy 's longstanding recommendations on banning televisions from children 's and teens ' bedrooms and limiting entertainment screen time to no more than two hours daily .	3
featherless	1	6	Mark Twain saw one and described it as having a `` bald , red , queer-shaped head , featherless red places here and there on his body , intense great black eyes set in featherless rims of inflamed flesh . ''	18
eating	0	0	The majority of that is due to consumers -LRB- both families and food businesses -RRB- , who buy fresh and frozen fish , but never end up eating it or selling it .	27
planes	0	0	More than 1,100 of the planes have been delivered , and nearly all of the world 's most important airlines fly 777s on long-range routes .	5
nutria	1	7	WICOMICO RIVER , Md. -- On the wall of the nutria eradication team 's drab office at the Blackwater National Wildlife Refuge , there 's a large whiteboard with names and numbers on it .	10
eventually	1	5	NEW YORK -- City officials here had long worried that a patient infected with Ebola would eventually appear somewhere in this dense , bustling and chaotic city .	16
Free	0	0	CHICAGO -- There 's only one thing that comes between the grade school kids hopping off the afternoon bus near Eve Pulver-Johnson 's Aurora , Ill. , house and their after-school snacks -- the Little Free Library on her family 's front lawn .	35
minted	1	8	At 22 , Mohamed is a newly minted cop on the beat , a community liaison officer making a courtesy call to a local merchant -- a time-tested neighborhood policing method .	7
suffering	1	3	Educators are seeing more and more students suffering from depression , anxiety and social phobia .	7
General	0	0	Attorney General Eric Holder said the North Carolina law imposes several `` troubling new restrictions '' on voters including reducing early voting days , eliminating same-day registration during the early-voting period and imposing a restrictive photo-identification requirement for in-person voting .	1
bear-heavy	1	4	NEW YORK -- It has been a big year for bears in the news , especially in Maine , where voters on Nov. 4 face a question that has bedeviled other bear-heavy states : how to keep the species ' population at bay in the face of pressure from animal rights groups lobbying to ban certain hunting methods .	31
impoverished	1	8	But in their impoverished quarter of the city , neighbors shared their food .	3
parched	1	6	LOS GATOS , Calif. -- Three punishing years of drought have parched California streams , rivers and wetlands .	11
ESA	0	0	The European Space Agency -LRB- ESA -RRB- says it has succeeded in landing a spacecraft on a comet for the first time .	5
series	0	0	The awkward kickoff for a series of official meetings in Beijing followed Biden 's speech earlier Wednesday urging young Chinese citizens to challenge orthodoxy and the status quo .	5
strut	1	3	Owl catcher Hussein Mduduzi , jumping from roof strut to roof strut , managed to catch two owlets , but the eight grown owls flew off .	8
retrieved	1	4	She retrieved it : a pillowcase , which held something rolled in layers of plastic .	1
blacks	0	0	Democrats assert that the laws are intended to make it harder for blacks and other voters who are likely to vote for Democratic candidates to cast their ballots .	12
unusually	1	6	WASHINGTON -- The American public is unusually pessimistic about the direction of the country and increasingly fed up with Washington gridlock , a sour mood reflected in the worst disapproval ratings for President Barack Obama since he took office nearly five years ago .	6
spasm	1	6	For golfers , it 's an uncontrollable spasm that occurs in the hands right before impact , says Dr. Debbie Crews , a sports psychology consultant for the Arizona State University women 's golf team and a faculty research assistant in the professional golf management program .	7
provides	0	0	SAN FRANCISCO -- A federal appeals court became the first in the nation to rule that prospective jurors may not be excluded because of their sexual orientation , a decision that expands juror protections beyond race and gender and provides legal ammunition to challenge laws that limit gay rights .	39
least	0	0	At least 184 people , nearly all children , suffered eye injuries over the recent Eid al-Fitr holiday from toy weapons that fire BB pellets and rubber shot , health officials said .	1
RIVERS	0	0	THREE RIVERS , Calif. -- Black bears are a cherished part of the community here , a woodsy gateway town that funnels tourists to Sequoia and Kings Canyon national parks , where the first question many visitors ask of rangers is `` Where can I see a bear ? ''	1
expenses	1	3	He received 34 scholarships worth $ 1.3 million -- enough to get his bachelor 's , his master 's , and his doctorate , plus cover his living expenses with some left over to invest .	28
decorated	1	7	They are designed and decorated to the owner 's -- or steward 's -- taste , and stand on lawns , in parks and gardens , even in coffee shops where passers-by of all ages can `` take a book , leave a book . ''	4
windows	0	0	Imagine for a moment that all of the nation 's fast-food establishments -- all the striped awnings and golden arches , the drive-thru windows , the beckoning dollar deals and wafting odor of french fries -- were to vanish overnight .	23
peer	0	0	The first , disadvantageous inequity , occurs when one receives less than a peer .	13
face	0	0	NEW YORK -- It has been a big year for bears in the news , especially in Maine , where voters on Nov. 4 face a question that has bedeviled other bear-heavy states : how to keep the species ' population at bay in the face of pressure from animal rights groups lobbying to ban certain hunting methods .	45
foodborne	1	3	Each year foodborne illnesses caused by these microorganisms sicken 48 million Americans , hospitalize 128,000 and kill 3,000 , according to the agency .	2
fiancee	1	3	The afflicted physician , Craig Allen Spencer , was whisked into isolation , his fiancee and friends were clamped into quarantine , and his apartment was sealed and decontaminated by a biohazard crew .	14
ring	0	0	Ma'ake , who also played for Baltimore from 2002-2005 , has one championship ring ; Chris , an offensive guard who retired in 2011 , has two Super Bowl rings -- plus one of his brother 's kidneys .	13
provide	0	0	`` Boeing is preparing to provide technical assistance to the National Transportation Safety Board as it investigates the accident , '' the statement said .	5
contained	0	0	`` The evidence fully supports my findings that -LRB- 1 -RRB- Mr. Brady participated in a scheme to tamper with the game balls after they had been approved by the game officials for use in the AFC Championship Game and -LRB- 2 -RRB- Mr. Brady willfully obstructed the investigation by , among other things , affirmatively arranging for destruction of his cellphone knowing that it contained potentially relevant information that had been requested by the investigators , '' Goodell wrote in his ruling .	65
closure	1	3	Extending their protests into the workweek , Hong Kong democracy activists continued occupying major thoroughfares Monday , forcing the closure of some schools , banks and other businesses in the semi-autonomous Chinese territory .	19
installed	1	3	Eight 2.3-ton electric motors installed on 1 WTC 's roof power the high-speed elevators .	4
possibly	0	0	They 're endangering shorebirds , threatening city taps and quite possibly raising the crime rate .	10
conditions	1	4	As the winter progresses with no break from last year 's parched conditions , concern is mounting that California may be headed for a replay of the big drought of the late 1980s through the early 1990s , or even worse , 1977 .	12
animated	1	4	The software , called Hyperion , simulates the physics of light , which can make animated films more lifelike or give them an otherworldly look .	15
measures	1	3	The states could become the first to pass such a referendum ; Washington state and California rejected similar measures after expensive campaigns in 2013 and 2012 , respectively .	18
tastes	0	0	It means being able to read the different tastes of buyers from Hong Kong versus those from mainland China , and to explain the nuances of Irvine versus Tustin to people who have never set foot in the United States .	8
rings	0	0	Tom Brady has been an NFL golden boy , with movie-star looks , a supermodel wife , four Super Bowl championship rings , and a regular-guy-makes-good back story -- he went from being a sixth-round draft pick to one of the greatest quarterbacks in league history .	21
passengers	0	0	On Saturday , Asiana Flight 214 from Seoul , South Korea , crashed after touching down on Runway 28 , killing at least two passengers and injuring dozens of others .	24
rigors	1	9	Beginning in September , hump day is no longer an official day off , a traditional oasis in the middle of the week for primary school students to rest from the rigors of academic pursuit .	31
seaweed	0	0	Clumps of the brownish seaweed known as sargassum have long washed up on Caribbean coastlines , but researchers say the algae blooms have exploded in extent and frequency in recent years .	4
Super	0	0	Tom Brady and the players ' union are headed to a legal clash with the NFL over Deflategate after Commissioner Roger Goodell rejected Brady 's appeal Tuesday and upheld the four-game suspension of the New England Patriots quarterback and reigning Super Bowl MVP .	40
principal	1	4	Misty Copeland made history on Tuesday when she was promoted to principal dancer of the prestigious American Ballet Theatre -LRB- ABT -RRB- , becoming the first African-American ballerina to reach the elite dance company 's top rank .	11
settlement	1	5	Recent settlement deliberations between the league and the NFL Players Association failed to produce a compromise , and several people connected to the process said the NFLPA now plans to move swiftly to attempt to have Brady 's suspension overturned in court .	1
average	0	0	Castañeda does n't choose participants based on grade-point average .	8
missiles	1	3	WASHINGTON -- One trained soldiers to use Stinger missiles to shoot down enemy jets and helicopters .	8
fence	0	0	On the chain-link fence that surrounds the courts , spray paint marks the goals .	3
loser	0	0	I am such a loser .	4
Twin	0	0	In March , Mohamed became the St. Paul Police Department 's first female Somali officer , a move designed to improve the sometimes-tense relations with 80,000 Somali Americans in the Twin Cities -- more than half of them in St. Paul -- the nation 's largest Somali community .	30
ensures	1	3	`` Some people think if you do all this other stuff , it takes away from focusing on instruction , when really it ensures that you can take kids farther academically . ''	23
fishing	0	0	Toughened ships like Marchenko 's converted Arctic fishing vessel , the RV Lance , can usually pick their way slowly through it .	7
crossing	0	0	Tens of thousands of children were crossing illegally without their parents .	6
depressed	0	0	Yazidis in Lincoln said some members of the community were so depressed that they could n't get out of bed , and others had attempted suicide .	11
grayish-white	0	0	But something bigger bugged her : the district 's policy of sending children home when they were infested with head lice -- grayish-white insects that suck blood from the scalp and cause severe itching .	22
walkers	0	0	They are distracted walkers who , while calling or texting on mobile phones , have suffered cuts and bruises , sustained serious head injuries or even been killed .	3
something	0	0	And in a personal-finance course , 16 - and 17-year-olds are learning about something that might seem even more abstract for the teenagers : retirement .	13
inaugural	1	8	CHICAGO -- Chicago Mayor Rahm Emanuel took the oath of office to begin his second term Monday and took the unusual step of focusing his inaugural address on a single issue : The lack of opportunity facing the city 's disadvantaged youths .	25
behaviorally	1	6	Yawning in response to another yawn is n't an emotional reaction per se , but the tendency for yawns to be contagious has been `` clinically , psychologically , neurobiologically and behaviorally linked to our capacity for empathy , '' according to the Japanese researchers who conducted the study .	31
reality	1	8	There is such a huge gap between my reality and my dreams .	8
contest	0	0	About 1,000 people were killed in disputes over the 2011 presidential contest .	11
urine	1	4	The USADA doping control officer had come from Milwaukee to take a urine sample from Evans .	12
blocked	1	4	Once they start dancing , everything else is blocked out .	8
record	0	0	`` Although tragic , commercial air transportation has had a stellar safety record -- something like 40 times safer than driving , '' he said .	12
Everyone	0	0	`` Everyone jokes about me having a Ravens ' kidney , '' said Kemoeatu , 31 , who played seven years with the Pittsburgh Steelers .	1
struggle	1	3	OROSI , Calif. -- Emilio Isazaga says he hopes education will get himself and his family `` out of the struggle . ''	20
policy	0	0	The job requires being part cultural ambassador , part shrewd property scout , part monetary policy wonk .	15
standards	1	5	Five million public school students in Texas will begin using new social studies textbooks this fall based on state academic standards that barely address racial segregation .	20
understanding	0	0	And as the number of `` buddy '' or `` inclusion companion '' sporting opportunities continues to proliferate across the country , advocates for children with special needs say young people today are growing up with a better understanding and openness toward people with disabilities than the generations before them .	38
Super-heavy	0	0	Super-heavy elements are also highly unstable , existing for just a fraction of a second before they begin to decay .	0
still	0	0	Vermont approved such labeling through the legislative process , but the issue is still being fought in the courts .	13
specialized	1	6	Investigators have used ground-penetrating radar and specialized GPS devices to peek below the landscape , but no one is entirely certain why the holes form along the surface of this landmark , which attracts thousands of visitors each year .	6
shortages	0	0	But if monotonously sunny weather continues to curse the state , the pain of water shortages will spread , albeit unevenly .	15
psychologists	1	8	In an effort to understand how much of this concept is hard-wired into our biology and how much of it is cultural , a team of psychologists and anthropologists led by Harvard University professor Felix Warneken traveled to seven countries to study how different groups of children play fair .	26
words	0	0	In the midst of the stirring `` Glory , '' the musical centerpiece of the Oscar-nominated movie `` Selma , '' Chicago rapper Common delivers a terse summation of how words , melody and a protest merged during the civil-rights movement .	30
tweeting	1	3	WASHINGTON -- Whether belting out lyrics to Al Green 's `` Let 's Stay Together , '' leading a mournful congregation through `` Amazing Grace , '' or tweeting his Spotify music playlist that includes Stevie Wonder and Nina Simone , President Barack Obama has shown that he 's a pretty soulful guy .	28
consensus	1	8	`` For the first time in history , states recommended by consensus that an international treaty be negotiated to address the urgent crisis of biodiversity loss on the high seas , '' says Daniela Diz , a marine policy expert at WWF -LRB- World Wildlife Fund -RRB- , who sat in on the consultations , `` It 's an important step forward . ''	11
ancestral	1	7	So , too , is a movement among Native Americans across the nation to improve their health by rediscovering ancestral foods and connections to lands once lost .	19
re-entry	0	0	A re-entry ticket involved painstaking inspections , with parents required to prove that not a single hitchhiker resided on a child 's head .	1
documents	1	6	`` I have nothing anymore , nowhere to go , no apartment ... and all my documents and personal belongings were burned , '' Poludnitsina , 25 , said as she sat in a tent she shares with a family of four .	16
Results	0	0	Results from the 2012 Program of International Student Assessment showed that U.S. teenagers were in the bottom half for financial literacy among the 18 countries that participated , ahead of France and Spain , but below Latvia , Russia and China .	0
Messiah	0	0	In the months after the outrage stirred by the deaths of Brown and another unarmed African-American , Eric Garner , in New York , singer D'Angelo released his first album in more than a decade , `` Black Messiah , '' which included references both glancing and startlingly direct to the chain of events between Selma and Ferguson .	38
unaware	0	0	Too often , the FTC said , parents were caught unaware that in-app purchases were being made and Apple did n't do enough to make it clear children were buying gems , coins , or treats for their virtual pets .	10
decided	0	0	Shop owner Mary Ginocchio said she decided to show Jason Borders ' work after Lexington artist Bob Morgan suggested it .	6
visit	0	0	One school science fair victory , a few national accolades , $ 35,000 of his parents ' savings and a visit to the White House later , Shubham today is the founder of Palo Alto startup Braigo Labs , which aims to become the first purveyor of low-cost , compact Braille printers .	20
half-empty	0	0	From all over California , farmers , environmental lawyers , wildlife groups , cities and even the Fresno County sheriff have posted thoughts in a siege of protests to state officials about the use of this year 's puny snowpack and half-empty reservoirs .	41
nuclei	1	5	The new elements are known as super-heavy elements because the nuclei of their atoms are so enormous .	10
cost	0	0	So Shubham did , and with a few Internet searches he learned about Braille , the tactile writing system used by the blind , and Braille printers , which , to the 12-year-old 's shock , cost thousands of dollars .	36
enough	0	0	Too often , the FTC said , parents were caught unaware that in-app purchases were being made and Apple did n't do enough to make it clear children were buying gems , coins , or treats for their virtual pets .	22
flat	0	0	With their industrial-strength buck teeth and flat tails , beavers and their dams offer a defense against drought .	6
arriving	1	4	Minutes after arriving by bus at an outlet mall in Cabazon , California , a dozen or so Chinese tourists hustled out to buy luggage that they planned to stuff with high-end clothes , shoes and bags .	2
declared	1	4	`` We are a people who declared that we are all created equal -- and the love we commit to one another must be equal as well , '' he said in a statement .	6
challenge	0	0	The awkward kickoff for a series of official meetings in Beijing followed Biden 's speech earlier Wednesday urging young Chinese citizens to challenge orthodoxy and the status quo .	22
poodle	0	0	`` We can re-create the Martians in a P-4 spacesuit lab , if necessary , '' the 67-year-old says matter-of-factly as he relaxes with his poodle , Darwin , in a luxury camper .	25
preserved	1	4	The remains of people who lived even earlier had been found , but archaeologists assumed they were preserved naturally from burial in the hot and dry desert sand and not through any deliberate mummification by their survivors .	17
wracked	1	7	It is part of what Iraqi officials describe as a new `` brain drain '' as young graduates seize what they perceive as a rare opportunity to leave a country wracked by violence .	30
quit	0	0	In June , the 32-year-old quit his job as a salesman with a traditional Chinese medicine company .	5
paid	0	0	The laws limit gun magazines to 15 rounds and require universal background checks , to be paid for by the gun purchaser , among other restrictions .	16
findings	0	0	Researchers at Stanford University recently set out to explore the neural basis of creativity and came up with surprising findings .	19
instead	0	0	The bow-shaped board , which does n't really `` hover '' but is instead more akin to a cross between a skateboard and a Segway , flamed and popped angrily .	13
bets	0	0	They 're bets for a long-running pool : How many nutria will the team find in the marshes of the Wicomico River ?	2
unequal	1	3	`` The Justice Department expects to show that the clear and intended effects of these changes would contract the electorate and result in unequal access to the participation in the political process on account of race , '' Holder , joined by federal prosecutors based in North Carolina , said during a news conference announcing the lawsuit .	23
cortex	1	11	There is a scientific belief that the cerebral cortex is the part of the brain that `` makes us human , '' and that the two hemispheres of the cortex differentiate the creative thinkers from the logical thinkers -LRB- the `` right-brained '' from the `` left-brained '' -RRB- .	8
namesake	1	5	As the largest , heaviest object orbiting our sun , Jupiter 's namesake world is the lord of planets , a dominant force in the solar system .	12
hoverboards	0	0	Airlines have banned hoverboards until they can figure out what 's going on .	3
resilient	1	6	It also says the industry `` is not as resilient to cyber intrusions compared with the financial and retail sectors , therefore the possibility of increased cyber intrusions is likely . ''	9
slaying	1	5	Then he draws a connection between the '50s civil rights pioneer Rosa Parks and last year 's protests in Ferguson , Missouri , over the police slaying of an unarmed African-American resident , Michael Brown : '' ... That 's why Rosa sat on the bus , that 's why we walk through Ferguson with our hands up . ''	26
recruiters	1	5	Coach Steve Mask warns players not to post about injuries , which can scare away recruiters .	15
Operations	0	0	The Special Operations Command began soliciting ideas for the suit this year from industry , academia and government labs , and has held two conferences where potential bidders , including Dowling 's company , Revision Military , demonstrated their products .	2
hoverboard	1	4	Timothy Cade had only owned his hoverboard for three days when it exploded beneath him .	6
remember	0	0	`` This is as dark a day as I can remember , '' Arizona Gov. Jan Brewer said in a statement .	10
cut	0	0	From the Dominican Republic in the north , to Barbados in the east , and Mexico 's Caribbean resorts to the west , officials are authorizing emergency money to fund cleanup efforts and clear stinking mounds of seaweed that in some cases have piled up nearly 10 feet high on beaches , choked scenic coves and cut off moored boats .	56
planet	0	0	It represents about 58 percent of our planet 's oceans and is mostly unexplored , exhaustively exploited and in rapid decline .	7
periodically	0	0	Researchers then checked in periodically with them over a period of seven years and asked about subsequent criminal activity .	4
south	0	0	On this sun-blasted tract of sand 14 miles south of Baker , Calif. , molecular biologist and -LSB- entrepreneur -RSB- -LRB- https://www.newsela.com/?tag=entrepreneur -RRB- J. Craig Venter is field-testing a technology that he says will revolutionize the search for extraterrestrial life .	8
organisms	1	8	Oregon and Colorado on Nov. 4 will decide the fate of labeling laws for genetically modified organisms , or GMOs , the latest fronts in a battle over packaging .	16
bizarre	1	5	The lack of any tangible clue to its fate was eerie , unsettling , bizarre -- a real-world echo of the TV show `` Lost '' and the wayward-jetliner mystery at the heart of its story .	14
websites	0	0	NEW YORK -- As the Girl Scouts ' membership continues a sharp decline , its leaders are betting on technology to reverse the trend , including a major expansion of its year-old program enabling Girl Scout cookies to be sold via mobile apps and the girls ' personalized websites .	48
lakes	0	0	The organism responsible , Naegleria fowleri , dwells in warm freshwater lakes and rivers and usually targets children and young adults .	11
playing	0	0	ANCHORAGE , Alaska -- Many middle school students in south-central Alaska spent spring break playing video games , skiing in what little snow has fallen or just enjoying a lazy week away from school .	14
cones	0	0	Paleontologists have recovered mollusks , asphalt-saturated sand dollars , pieces of driftwood and Monterey cypress cones .	15
terms	0	0	In its most basic terms , the ballot measures pit coalitions of foodies , organic farmers and nutrition activists against many of the nation 's leading manufacturers including the biotechnology company Monsanto , Kraft Foods and Coca-Cola .	4
trainer	0	0	With the bathroom formalities out of the way , Evans , 25 , went into the gym to begin a workout with her EFT trainer , Jacob Ross .	24
submarine	1	6	Another sailed silently beneath the seas in a submarine during the Cold War .	8
strains	1	5	Scientists worldwide are working to create databases of foodborne microbial strains , sequence the most common pathogens and tag foods for immediate traceability .	10
seasonal	1	3	Every year Aleksey Marchenko of The University Center in Svalbard , a Norwegian archipelago north of Scandinavia , leads students across the chilly waters of the Barents Sea to study the seasonal ice pack .	31
cross	0	0	They 're arguing that as sea ice continues to melt in the Arctic , passageways are opening for certain animals - heretofore restricted by the ice - to start moving through , enabling them to cross into new territories .	35
huddled	1	8	ST. LOUIS -- The girls huddled in the corner of the gym as the game clock ticked down to halftime , their arms linked , hands clutching the shiny bundles of silver and black .	5
necessarily	1	3	Government officials promise to give the children their day in court , but immigration advocates fear that even though justice may be swift , it will not necessarily be fair .	27
illegally	1	3	Tens of thousands of children were crossing illegally without their parents .	7
getting	0	0	It might mean not asking too many questions about how a million dollars is getting here , or prodding people accustomed to financial privacy to open their books to a mortgage banker .	14
forums	0	0	But others perceive the courses as a dangerous fad that will shrink faculties , turn existing professors into glorified teaching assistants and replace meaningful classroom discussion with message boards and student-led forums .	31
tilefish	1	3	An apple can kill , a sprinkle of sprouts can send you to the hospital and your succulent , pan-seared red snapper may actually be tilefish .	25
oceans	0	0	It represents about 58 percent of our planet 's oceans and is mostly unexplored , exhaustively exploited and in rapid decline .	9
dangerous	1	3	To reduce the number of injuries and deaths associated with distracted walking , Utah and New Jersey have experimented with fines for texting in dangerous walking situations .	24
Everywhere	0	0	Everywhere he looks : ice and people .	0
watched	0	0	COLORADO SPRINGS , Colo. -- In an unprecedented backlash , two state lawmakers who helped stiffen Colorado 's gun laws were ousted Tuesday in a recall that turned into a nationally watched referendum on gun control .	31
claim	0	0	He accuses the school of deliberately forcing religious education on students -- a claim the teachers union denied .	13
perceived	1	5	Already perceived as ugly and saddled with being a symbol of death and decay in many cultures , their numbers are dropping because of poaching , poisonings and collisions with electricity pylons and wind turbines .	1
showcasing	1	3	Copeland , 32 , has become one of America 's most famous female athletes , revered for her unlikely ascendance in an arts world notorious for showcasing only lithe white ballerinas .	26
midst	1	7	In the midst of the stirring `` Glory , '' the musical centerpiece of the Oscar-nominated movie `` Selma , '' Chicago rapper Common delivers a terse summation of how words , melody and a protest merged during the civil-rights movement .	2
large-scale	0	0	Such large-scale whale rescues are likely to become more common as the population of humpbacks and other whales continues to climb along the California coast , after being suppressed by centuries of whaling .	1
poring	1	7	As Latino outreach director , Praeli spends her days at Clinton 's headquarters in Brooklyn poring over polling data , winning endorsements from Latino leaders and fine-tuning the campaign 's messages to reach the nation 's fastest-growing bloc of voters .	15
Tehrik-e-Taliban	0	0	`` The entire gang involved in the murder attempt ... has been busted , '' Bajwa said , adding that the `` terrorists '' were part of Tehrik-e-Taliban , an umbrella group encompassing militant organizations across the tribal areas .	27
stomach	0	0	These discoveries were made with the help of 25 volunteers , each of whom who downed a 16-ounce can of Rockstar on an empty stomach in five minutes or less .	24
include	0	0	Under the new policy , those two hours include using the Internet for entertainment , including Facebook , Twitter , TV and movies ; online homework is an exception .	8
laptop	0	0	`` We do n't have any Internet at home , '' Morua said as her oldest , 11-year-old Abel , clicked through an assignment on a library laptop while Alina , 9 , waited for her turn at a desktop .	27
breakdown	1	3	She had collapsed , suffering a disabling emotional breakdown .	8
ceding	1	7	Losers retreat to wooden benches , ceding to the next challenger .	6
lion	0	0	For Scott , the most exciting finds have been a rock embedded with what appears to be part of a sea lion 's mouth -LRB- perhaps 2 million years old -RRB- and a non-fossilized 10-foot limb from a digger pine tree that would look right at home today in Central California woodlands .	21
message	0	0	SAN JOSE , Calif. -- A popular and accomplished Los Altos High student received a parent 's text message at school last year , to come home to talk about her grades .	18
surface	0	0	The Rosetta probe overcame several potential pitfalls to land on the comet 's surface .	13
held	0	0	No mention of the procedure at an event in Lavallette , New Jersey , two days after the surgery or at any of the other meetings Christie held that week .	27
organized	1	3	`` There has been this idea that Neanderthals did not have an organized use of space , something that has always been attributed to humans , '' said lead study author Julien Riel-Salvatore , an assistant professor of anthropology at the University of Colorado-Denver .	12
keeping	0	0	`` It 's something we 're definitely keeping an eye on . ''	7
floors	0	0	WAYNE , N.J. -- Pencils roll around classroom floors , forgotten in drawers and backpacks and wedged between car seats -- unused , discarded , wasted .	8
comments	0	0	NEW YORK -- Los Angeles Clippers owner Donald Sterling has been banned for life by the NBA in response to racist comments the league says he made in a recorded conversation .	21
chains	0	0	The coalition fighting against labeling has also included large grocery chains and some farmers , and some of the labeling advocates are sizable companies in their own right .	10
lowering	0	0	As many cities and states promote walkable neighborhoods , in part to attract more young people , some also are levying fines on distracted walkers and lowering speed limits to make streets gentler for the inattentive .	26
pavement	1	4	Outdoor watering , car washing and hosing down pavement are banned .	8
economics	1	3	An economics and personal-finance class is now a required course for those who want a high school diploma in Virginia , and the Class of 2015 was the first that needed the course to graduate .	1
League	0	0	One piece of that market , e-sport multiplayer video-gaming competitions , is expected to bring in $ 612 million this year for games such as Dota 2 and League of Legends .	28
concepts	1	6	In a pre-calculus class at John Champe High School in Loudoun County , Virginia , juniors and seniors are learning abstract mathematical concepts .	22
equipment	1	3	The punishment comes days after the league announced results of an investigation that found Brady was `` likely generally aware '' that equipment assistants employed by the team had conspired to deflate the Patriots ' footballs for last season 's AFC championship game , making the balls easier to throw and catch .	22
secular	1	9	Turkey has long enshrined the secular ideals of founding father Mustafa Kemal Ataturk , particularly in an education system that until recently banned Islamic headscarves in schools and made schoolchildren begin the day reciting an oath of allegiance to Ataturk 's legacy .	5
shirts	0	0	SAN FRANCISCO -- A public elementary school decided in 2011 to require students to wear a uniform with the school 's motto , `` Tomorrow 's Leaders , '' emblazoned in small letters on the shirts around a gopher , the campus mascot .	35
boxes	0	0	Although NOAA scientists had been doing active research on the collection , the thousands of flammable Styrofoam boxes -- piled 20 feet high and filled with ethanol for preservation -- were a huge fire hazard .	17
examining	1	3	Holder also said his office is examining all available evidence before deciding whether to pursue charges against neighborhood watchman Zimmerman in the shooting death of the black teen -- though he gave no indication of the timetable involved .	6
offensive	1	9	Ma'ake , who also played for Baltimore from 2002-2005 , has one championship ring ; Chris , an offensive guard who retired in 2011 , has two Super Bowl rings -- plus one of his brother 's kidneys .	18
manufacturing	1	7	Since Boeing rolled out its first 777 to a huge crowd at its manufacturing facility in Everett , Wash. , in 1994 , more than 1,100 have been built and only one had been in a major accident , with no fatalities .	13
gender	0	0	SAN FRANCISCO -- A federal appeals court became the first in the nation to rule that prospective jurors may not be excluded because of their sexual orientation , a decision that expands juror protections beyond race and gender and provides legal ammunition to challenge laws that limit gay rights .	37
teams	0	0	A total of 25 international teams will compete June 5 and 6 to win one of three cash prizes totaling $ 3.5 million .	5
managed	1	3	Owl catcher Hussein Mduduzi , jumping from roof strut to roof strut , managed to catch two owlets , but the eight grown owls flew off .	13
amoeba	1	8	Last week , 9-year-old Hally Yust died after contracting a rare brain-eating amoeba infection while swimming near her family 's home in Kansas .	12
good	0	0	`` They are only as good as the tools they allow their artists to use . ''	5
compliance	1	7	`` This is too serious a situation to leave it to the honor system of compliance , '' said New York Governor Andrew M. Cuomo .	15
liaison	1	9	At 22 , Mohamed is a newly minted cop on the beat , a community liaison officer making a courtesy call to a local merchant -- a time-tested neighborhood policing method .	15
grieving	1	7	The firefighters belonged to the Granite Mountain Interagency Hotshot Crew , an elite unit sponsored by a fire department in nearby Prescott , where residents were grieving through social media after word of the deaths arrived Sunday night .	26
discoveries	0	0	The discoveries of elements 113 , 115 , 117 and 118 were confirmed last week by the International Union of Pure and Applied Chemistry .	1
shoes	0	0	Minutes after arriving by bus at an outlet mall in Cabazon , California , a dozen or so Chinese tourists hustled out to buy luggage that they planned to stuff with high-end clothes , shoes and bags .	34
disappointed	1	3	Of course , we 're disappointed . ''	5
cyber-intrusion	1	8	`` The health care industry is not technically prepared to combat against cyber criminals ' basic cyber-intrusion tactics , '' an April report from the cyber division of the FBI says .	16
tweet	0	0	ANGELS CAMP , Calif. -- In the humble-looking notebook of a luckless prospector staying in a cabin on Jackass Hill near here in California 's Gold Country a century and a half ago , there 's an entry barely longer than a tweet .	42
property	0	0	The job requires being part cultural ambassador , part shrewd property scout , part monetary policy wonk .	10
Supporters	0	0	Muslim Brotherhood officials , who are supporting ousted Islamist President Mohamed Morsi , said security forces raided their encampment outside the Republican Guard compound with tear gas and gunfire about 4 a.m. Supporters of Morsi have camped there for days demanding the release of the former leader , who has been under arrest since a military coup last week .	32
kitchens	0	0	Across town at the Limba Restaurant , the menu carries an assortment of dishes from Thailand , created by a chef who spent a decade in kitchens in San Francisco , where Asian food is prevalent .	26
clamored	1	8	Just down the road from the world 's tallest tower , in the shadow of monster sand dunes , marine biologists from around the world clamored onboard a boat for a visit to some of the Persian Gulf 's coral reefs .	25
therefore	0	0	It also says the industry `` is not as resilient to cyber intrusions compared with the financial and retail sectors , therefore the possibility of increased cyber intrusions is likely . ''	21
implements	1	7	What began as a modest idea to collect and donate stray pencils mushroomed into a campaign that has pulled in thousands of writing implements -- some used but most new -- from local schools , businesses and churches .	23
onlookers	1	4	Thousands of onlookers applauded .	2
made	0	0	The neatly woven bracelets or keychain dangles are made from tough nylon cord .	8
repair	0	0	The 17-year-old participates in an after-school program called Tech Connect in Orosi that teaches computer repair , tax preparation and community service .	15
syndicates	0	0	Because wildlife trafficking is often perpetrated by well-armed syndicates that thrive in regions with weak laws and porous borders , U.S. security officials say it poses a global security threat , just as the U.S. is seeking to combat growing extremism and violence in parts of Africa .	8
assigning	1	3	This season , Mask is taking his players ' online personas so seriously that he 's assigning an assistant to monitor their accounts .	16
